symbol,company,insider,insider_position,trade_type,trade_shares,trade_price,trade_value,trade_date,now
CWGL,"Crimson Wine Group, Ltd",Cumming John D.,,Buy,14900.0,5.79,86271.0,2020-08-21 00:00:00,2020-08-28 00:33:41.937033
CWH,"Camping World Holdings, Inc.","Ml Rv Group, Llc  ",10% Owner,Buy,7565.0,33.05,250061.0,2020-08-20 00:00:00,2020-08-28 00:33:41.937085
DGICA,Donegal Group Inc,Hess Jack Lee  ,Director,Buy,2000.0,13.55,27100.0,2020-08-20 00:00:00,2020-08-28 00:33:41.937139
EMMA,"Emmaus Life Sciences, Inc.",Niihara Yutaka  ,Chairman and CEO,Buy,500.0,1.55,775.0,2020-08-20 00:00:00,2020-08-28 00:33:41.937191
EMMA,"Emmaus Life Sciences, Inc.",Niihara Yutaka  ,Chairman and CEO,Buy,100.0,1.56,156.0,2020-08-19 00:00:00,2020-08-28 00:33:41.937235
FFBC,First Financial Bancorp /oh/,Berta Vince  ,Director,Buy,3000.0,14.05,42150.0,2020-08-21 00:00:00,2020-08-28 00:33:41.937286
FPAY,"Flexshopper, Inc.",Dvorkin Howard,,Buy,35338.0,1.49,52653.0,2020-08-19 00:00:00,2020-08-28 00:33:41.937342
FRAF,Franklin Financial Services Corp /pa/,Cekovich Ronald L  ,SVP,Buy,4.0,24.95,99.0,2020-08-19 00:00:00,2020-08-28 00:33:41.937394
FRAF,Franklin Financial Services Corp /pa/,Carmack Karen K  ,SVP,Buy,1.0,24.95,24.0,2020-08-19 00:00:00,2020-08-28 00:33:41.937439
FXNC,First National Corp /va/,Wilkins Iii James R  ,Director,Buy,1000.0,13.75,13754.0,2020-08-19 00:00:00,2020-08-28 00:33:41.937493
GBDC,"Golub Capital Bdc, Inc.",Golub David  ,Chief Executive Officer,Buy,67200.0,12.63,848870.0,2020-08-19 00:00:00,2020-08-28 00:33:41.937547
GBDC,"Golub Capital Bdc, Inc.",Golub David  ,Chief Executive Officer,Buy,82204.0,12.7,1043661.0,2020-08-20 00:00:00,2020-08-28 00:33:41.937592
GBDC,"Golub Capital Bdc, Inc.",Golub Lawrence E  ,Chairman,Buy,82204.0,12.7,1043661.0,2020-08-20 00:00:00,2020-08-28 00:33:41.937637
GBDC,"Golub Capital Bdc, Inc.",Golub Lawrence E  ,Chairman,Buy,67200.0,12.63,848870.0,2020-08-19 00:00:00,2020-08-28 00:33:41.937682
GRWC,"Grow Capital, Inc.",Kennedy Terry Joe  ,CEO and President,Buy,50000.0,0.0,0.0,2020-06-12 00:00:00,2020-08-28 00:33:41.937732
HBT,"Hbt Financial, Inc.",Pfeiffer Gerald E,,Buy,2000.0,12.59,25180.0,2020-08-20 00:00:00,2020-08-28 00:33:41.937785
HCCC,H/cell Energy Corp,Stephen Paul Mullane & Marie Louise Mullane As Trustee Of The Mullane Family Trust,,Buy,760000.0,0.02,12160.0,2020-06-19 00:00:00,2020-08-28 00:33:41.937833
HOFV,Hall Of Fame Resort & Entertainment Co,Crawford Michael Anthony  ,"President, CEO",Buy,11500.0,4.13,47495.0,2020-08-19 00:00:00,2020-08-28 00:33:41.937883
HR,Healthcare Realty Trust Inc,Braman Edward Hall,,Buy,300.0,27.0,8100.0,2020-08-19 00:00:00,2020-08-28 00:33:41.937937
HR,Healthcare Realty Trust Inc,Braman Edward Hall,,Buy,1700.0,27.98,47574.0,2020-08-21 00:00:00,2020-08-28 00:33:41.937980
HVBC,"Hv Bancorp, Inc.",Marino Robert Joseph  ,Director,Buy,250.0,12.31,3077.0,2020-08-21 00:00:00,2020-08-28 00:33:41.938028
KMI,"Kinder Morgan, Inc.",Kinder Richard D  ,Executive Chairman,Buy,373233.0,14.09,5259599.0,2020-08-20 00:00:00,2020-08-28 00:33:41.938081
KOD,Kodiak Sciences Inc.,Baker Julian  ,Director,Buy,3869.0,46.99,181792.0,2020-08-19 00:00:00,2020-08-28 00:33:41.938133
KOD,Kodiak Sciences Inc.,Baker Julian  ,Director,Buy,139044.0,48.52,6746832.0,2020-08-21 00:00:00,2020-08-28 00:33:41.938176
KOD,Kodiak Sciences Inc.,Baker Julian  ,Director,Buy,60573.0,47.09,2852079.0,2020-08-20 00:00:00,2020-08-28 00:33:41.938219
KTRA,"Kintara Therapeutics, Inc.",Murphy Keith,,Buy,181010.0,0.0,0.0,2020-08-19 00:00:00,2020-08-28 00:33:41.938270
KTRA,"Kintara Therapeutics, Inc.",Liatos John  ,"SVP, Business Development",Buy,196750.0,0.0,0.0,2020-08-19 00:00:00,2020-08-28 00:33:41.938313
LIVX,"Livexlive Media, Inc.",Ellin Robert S  ,CEO & Chairman,Buy,1900.0,2.96,5618.0,2020-08-19 00:00:00,2020-08-28 00:33:41.938366
LIVX,"Livexlive Media, Inc.",Ellin Robert S  ,CEO & Chairman,Buy,3300.0,2.91,9616.0,2020-08-20 00:00:00,2020-08-28 00:33:41.938409
LOB,"Live Oak Bancshares, Inc.",Mahan James S Iii  ,Chief Executive Officer,Buy,36301.0,19.65,713350.0,2020-08-20 00:00:00,2020-08-28 00:33:41.938462
LOB,"Live Oak Bancshares, Inc.",Mahan James S Iii  ,Chief Executive Officer,Buy,21200.0,19.3,409138.0,2020-08-19 00:00:00,2020-08-28 00:33:41.938505
MDU,Mdu Resources Group Inc,Sparby David M  ,Director,Buy,2000.0,22.52,45040.0,2020-08-20 00:00:00,2020-08-28 00:33:41.938561
MSVB,"Mid-southern Bancorp, Inc.",Koch Eric A.  ,Director,Buy,2045.0,12.5,25556.0,2020-08-20 00:00:00,2020-08-28 00:33:42.132792
NMTR,"9 Meters Biopharma, Inc.",Constantino Michael T.,,Buy,34108.0,0.75,25581.0,2020-08-20 00:00:00,2020-08-28 00:33:42.133062
ONCS,Oncosec Medical Inc,"Sirtex Medical Us Holdings, Inc.  ",Other,Buy,2398800.0,3.25,7796100.0,2020-08-19 00:00:00,2020-08-28 00:33:42.133341
OPBK,Op Bancorp,Choi Brian  ,Director,Buy,8500.0,6.1,51841.0,2020-08-20 00:00:00,2020-08-28 00:33:42.133477
POAI,Predictive Oncology Inc.,Gabriel Richard L,,Buy,3000.0,1.18,3534.0,2020-08-19 00:00:00,2020-08-28 00:33:42.133582
PROG,"Progenity, Inc.",Stylli Harry  ,Chairman & CEO,Buy,10000.0,8.94,89400.0,2020-08-19 00:00:00,2020-08-28 00:33:42.133674
PRTS,"Carparts.com, Inc.",Barnes Jim,,Buy,5150.0,14.49,74623.0,2020-08-21 00:00:00,2020-08-28 00:33:42.133785
PRTY,Party City Holdco Inc.,Matthews Norman S  ,Director,Buy,250000.0,2.0,500000.0,2020-08-20 00:00:00,2020-08-28 00:33:42.133888
PRVB,"Provention Bio, Inc.",Leon Francisco  ,Chief Scientific Officer,Buy,2000.0,13.35,26708.0,2020-08-21 00:00:00,2020-08-28 00:33:42.133988
PWOD,Penns Woods Bancorp Inc,Edwards William,,Buy,9756.0,20.5,199998.0,2020-08-20 00:00:00,2020-08-28 00:33:42.134084
QNBC,Qnb Corp,Bergman Laurie  ,Director,Buy,800.0,28.38,22700.0,2020-08-21 00:00:00,2020-08-28 00:33:42.134177
RBNC,"Reliant Bancorp, Inc.","Fitzgerald, Ii William M.  ",Chief Risk Officer,Buy,7300.0,15.39,112347.0,2020-08-21 00:00:00,2020-08-28 00:33:42.134272
RCG,"Renn Fund, Inc.",Stahl Murray  ,President and CEO,Buy,675.0,1.37,925.0,2020-08-20 00:00:00,2020-08-28 00:33:42.134361
RZLT,"Rezolute, Inc.","Handok, Inc.",,Buy,125000.0,0.46,57000.0,2020-08-20 00:00:00,2020-08-28 00:33:42.134456
RZLT,"Rezolute, Inc.","Handok, Inc.",,Buy,125000.0,0.45,56625.0,2020-08-19 00:00:00,2020-08-28 00:33:42.134537
SAFE,Safehold Inc.,Istar Inc.,,Buy,4896.0,51.05,249940.0,2020-08-21 00:00:00,2020-08-28 00:33:42.134631
SAFE,Safehold Inc.,Istar Inc.,,Buy,4854.0,51.5,249981.0,2020-08-20 00:00:00,2020-08-28 00:33:42.134714
SAFE,Safehold Inc.,Istar Inc.,,Buy,4948.0,50.52,249972.0,2020-08-19 00:00:00,2020-08-28 00:33:42.134793
SELF,"Global Self Storage, Inc.",Winmill Mark Campbell  ,President and CEO,Buy,7000.0,3.91,27356.0,2020-08-19 00:00:00,2020-08-28 00:33:42.134892
SPOK,"Spok Holdings, Inc",Kelly Vincent D  ,President & CEO,Buy,5000.0,10.71,53570.0,2020-08-19 00:00:00,2020-08-28 00:33:42.134989
SPOK,"Spok Holdings, Inc",Stein Todd J  ,Director,Buy,4244.0,3.56,15091.0,2020-08-20 00:00:00,2020-08-28 00:33:42.135070
SPOK,"Spok Holdings, Inc",Stein Todd J  ,Director,Buy,14630.0,10.7,156541.0,2020-08-19 00:00:00,2020-08-28 00:33:42.135152
STOR,Store Capital Corp,Long Catherine F.  ,"CFO, EVP and Treasurer",Buy,3960.0,25.23,99922.0,2020-08-19 00:00:00,2020-08-28 00:33:42.135247
TENX,"Tenax Therapeutics, Inc.",Boyd Steven,,Buy,124472.0,0.77,95221.0,2020-08-20 00:00:00,2020-08-28 00:33:42.135346
TENX,"Tenax Therapeutics, Inc.",Boyd Steven,,Buy,70767.0,0.72,51306.0,2020-08-19 00:00:00,2020-08-28 00:33:42.135428
TENX,"Tenax Therapeutics, Inc.",Boyd Steven,,Buy,116242.0,0.72,83694.0,2020-08-21 00:00:00,2020-08-28 00:33:42.135507
TPL,Texas Pacific Land Trust,Horizon Kinetics Asset Management Llc  ,10% Owner,Buy,12.0,559.47,6713.0,2020-08-20 00:00:00,2020-08-28 00:33:42.135602
TSC,"Tristate Capital Holdings, Inc.",Fetterolf Brian S  ,"CEO, TSC Bank, Director TSC",Buy,1250.0,14.02,17525.0,2020-08-20 00:00:00,2020-08-28 00:33:42.135697
TSC,"Tristate Capital Holdings, Inc.",Demas David J  ,Chief Financial Officer,Buy,1000.0,14.85,14850.0,2020-08-19 00:00:00,2020-08-28 00:33:42.135778
VRCA,Verrica Pharmaceuticals Inc.,Manning Paul B  ,Director,Buy,20000.0,9.09,181800.0,2020-08-20 00:00:00,2020-08-28 00:33:42.135874
WCRS,"Western Capital Resources, Inc.",Donchev Angel  ,Chief Financial Officer,Buy,4150.0,5.33,22119.0,2020-08-20 00:00:00,2020-08-28 00:33:42.135968
WLMS,Williams Industrial Services Group Inc.,Obus Nelson  ,Director,Buy,20000.0,1.78,35680.0,2020-08-19 00:00:00,2020-08-28 00:33:42.136065
WLMS,Williams Industrial Services Group Inc.,Landes Joshua,,Buy,20000.0,1.78,35680.0,2020-08-19 00:00:00,2020-08-28 00:33:42.136152
XAN,Exantas Capital Corp.,Jesberger Jaclyn  ,"SVP, CLO & Secretary",Buy,8000.0,2.48,19840.0,2020-08-20 00:00:00,2020-08-28 00:33:42.136246
XRX,Xerox Holdings Corp,Krongard Cheryl Gordon  ,Director,Buy,10000.0,18.77,187730.0,2020-08-20 00:00:00,2020-08-28 00:33:42.136338
ALTA,Altabancorp,Williams Len E  ,President/CEO,Buy,3.0,20.42,61.0,2020-08-17 00:00:00,2020-08-28 00:33:42.427309
ALTA,Altabancorp,Olson Mark K  ,EVP/Chief Financial Officer,Buy,23.0,20.42,469.0,2020-08-17 00:00:00,2020-08-28 00:33:42.427401
ALTA,Altabancorp,Kirkham Judd Peterson  ,Executive Officer,Buy,2.0,20.19,40.0,2020-08-17 00:00:00,2020-08-28 00:33:42.427450
ALTA,Altabancorp,Jones Ryan Howard  ,Executive Officer,Buy,3.0,20.19,60.0,2020-08-17 00:00:00,2020-08-28 00:33:42.427495
ALTA,Altabancorp,Linford Christine Maebelle  ,Executive Officer,Buy,1.0,20.19,20.0,2020-08-17 00:00:00,2020-08-28 00:33:42.427539
ALTA,Altabancorp,Austin Judd J  ,Executive Officer,Buy,2.0,20.19,40.0,2020-08-17 00:00:00,2020-08-28 00:33:42.427582
AMAR,Amarillo Biosciences Inc,Chen Stephen T  ,"President,Chairman,CEO,CFO",Buy,300.0,0.21,63.0,2020-08-19 00:00:00,2020-08-28 00:33:42.427630
AMAR,Amarillo Biosciences Inc,Chen Stephen T  ,"President,Chairman,CEO,CFO",Buy,200.0,0.21,43.0,2020-08-14 00:00:00,2020-08-28 00:33:42.427674
AMAR,Amarillo Biosciences Inc,Chen Stephen T  ,"President,Chairman,CEO,CFO",Buy,100.0,0.21,21.0,2020-08-10 00:00:00,2020-08-28 00:33:42.427716
BASI,Bioanalytical Systems Inc,Sagartz John E  ,Chief Strategy Officer,Buy,3733.0,4.75,17731.0,2020-08-19 00:00:00,2020-08-28 00:33:42.427768
BBQ,"Bbq Holdings, Inc.",Kanen David  ,Director,Buy,249937.0,3.15,787301.0,2020-08-19 00:00:00,2020-08-28 00:33:42.427822
BG,Bungeltd,Bali Vinita,,Buy,1200.0,46.17,55404.0,2020-08-19 00:00:00,2020-08-28 00:33:42.427876
BOTJ,Bank Of The James Financial Group Inc,Alford John R Jr  ,Director,Buy,750.0,10.6,7950.0,2020-08-19 00:00:00,2020-08-28 00:33:42.427927
CCLP,Csi Compressco Lp,Larson James R,,Buy,18008.0,1.15,20673.0,2020-08-19 00:00:00,2020-08-28 00:33:42.427981
CCLP,Csi Compressco Lp,Larson James R,,Buy,31992.0,1.2,38358.0,2020-08-20 00:00:00,2020-08-28 00:33:42.428024
CNBKA,Century Bancorp Inc,Evangelista Paul A  ,Executive Vice President,Buy,2.0,71.85,143.0,2020-08-20 00:00:00,2020-08-28 00:33:42.428076
CNNB,"Cincinnati Bancorp, Inc.",Bunke Joseph V.  ,President,Buy,865.0,8.68,7508.0,2020-08-19 00:00:00,2020-08-28 00:33:42.428127
CNNB,"Cincinnati Bancorp, Inc.",Bedinghaus Robert A.  ,Chairman/CEO,Buy,1000.0,8.68,8680.0,2020-08-18 00:00:00,2020-08-28 00:33:42.428171
CRDA  CRDB,Crawford & Co,Verma Rohit  ,Chief Executive Officer,Buy,1000.0,7.9,7900.0,2020-08-19 00:00:00,2020-08-28 00:33:42.428221
CRMD,Cormedix Inc.,Khan Mehmood,,Buy,17837.0,4.9,87472.0,2020-08-19 00:00:00,2020-08-28 00:33:42.428273
CRMD,Cormedix Inc.,Khan Mehmood,,Buy,27913.0,4.69,130967.0,2020-08-18 00:00:00,2020-08-28 00:33:42.428316
CVCY,Central Valley Community Bancorp,Luis Patrick A  ,EXECUTIVE VICE PRESIDENT,Buy,4000.0,12.35,49408.0,2020-08-19 00:00:00,2020-08-28 00:33:42.428367
CWH,"Camping World Holdings, Inc.","Ml Rv Group, Llc  ",10% Owner,Buy,2690.0,37.17,99984.0,2020-08-19 00:00:00,2020-08-28 00:33:42.428418
DRIO,Dariohealth Corp.,Matheis Dennis,,Buy,15000.0,0.0,0.0,2020-08-18 00:00:00,2020-08-28 00:33:42.428469
EMKR,Emcore Corp,Domenik Stephen L,,Buy,1790.0,3.59,6427.0,2020-08-20 00:00:00,2020-08-28 00:33:42.428520
EVF,Eaton Vance Senior Income Trust,Weinstein Boaz  ,10% Owner,Buy,250000.0,5.84,1460000.0,2020-08-18 00:00:00,2020-08-28 00:33:42.428567
FPI,Farmland Partners Inc.,Pittman Paul A  ,Chief Executive Officer,Buy,5000.0,6.98,34900.0,2020-08-18 00:00:00,2020-08-28 00:33:42.428618
FPI,Farmland Partners Inc.,Pittman Paul A  ,Chief Executive Officer,Buy,2000.0,6.85,13700.0,2020-08-20 00:00:00,2020-08-28 00:33:42.428666
GCBC,Greene County Bancorp Inc,Cahalan Jay P.,,Buy,1447.0,22.0,31834.0,2020-08-19 00:00:00,2020-08-28 00:33:42.428914
GTIM,Good Times Restaurants Inc.,Stetson Robert J,,Buy,3300.0,1.55,5115.0,2020-08-20 00:00:00,2020-08-28 00:33:42.429042
GTIM,Good Times Restaurants Inc.,Stetson Robert J,,Buy,200.0,1.3,260.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429088
GTIM,Good Times Restaurants Inc.,Stetson Robert J,,Buy,14401.0,1.73,24913.0,2020-08-19 00:00:00,2020-08-28 00:33:42.429132
HARP,"Harpoon Therapeutics, Inc.",Erbez Georgia  ,Chief Financial Officer,Buy,2098.0,11.6,24336.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429184
HARP,"Harpoon Therapeutics, Inc.",Erbez Georgia  ,Chief Financial Officer,Buy,5000.0,11.4,57000.0,2020-08-19 00:00:00,2020-08-28 00:33:42.429231
HBMD,Howard Bancorp Inc,Carpenter Robert L Jr  ,EVP/CFO,Buy,850.0,9.9,8415.0,2020-08-19 00:00:00,2020-08-28 00:33:42.429286
HBMD,Howard Bancorp Inc,Carpenter Robert L Jr  ,EVP/CFO,Buy,150.0,9.75,1462.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429332
HOFV,Hall Of Fame Resort & Entertainment Co,Krom Jason  ,Chief Financial Officer,Buy,4761.0,4.2,19996.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429383
HOFV,Hall Of Fame Resort & Entertainment Co,Crawford Michael Anthony  ,"President, CEO",Buy,14500.0,4.2,60900.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429427
HPP,"Hudson Pacific Properties, Inc.",Porter Barry Alan,,Buy,5000.0,23.09,115450.0,2020-08-19 00:00:00,2020-08-28 00:33:42.429479
HPTO,Hopto Inc.,Skeels Jonathon R  ,Chief Executive Officer,Buy,6888345.0,0.3,2066503.0,2020-08-13 00:00:00,2020-08-28 00:33:42.429528
HTBI,"Hometrust Bancshares, Inc.",Westbrook Hunter  ,"EVP, Chief Banking Officer",Buy,3500.0,14.1,49350.0,2020-08-20 00:00:00,2020-08-28 00:33:42.429581
HTBI,"Hometrust Bancshares, Inc.",Westbrook Hunter  ,"EVP, Chief Banking Officer",Buy,3500.0,14.5,50750.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429625
HTLF,Heartland Financial Usa Inc,Engel Robert B,,Buy,2000.0,33.01,66010.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429679
HVBC,"Hv Bancorp, Inc.",Marino Robert Joseph  ,Director,Buy,322.0,12.3,3960.0,2020-08-19 00:00:00,2020-08-28 00:33:42.429730
HVBC,"Hv Bancorp, Inc.",Marino Robert Joseph  ,Director,Buy,322.0,12.31,3963.0,2020-08-20 00:00:00,2020-08-28 00:33:42.429774
LCAP,Lionheart Acquisition Corp. Ii,Rapisarda Paul Howard  ,CFO AND SECRETARY,Buy,10000.0,10.0,100000.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429820
LCAP,Lionheart Acquisition Corp. Ii,Sternberg Ophir  ,PRESIDENT AND CEO,Buy,595000.0,10.0,5950000.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429865
LCAP,Lionheart Acquisition Corp. Ii,"Lionheart Equities, Llc",,Buy,595000.0,10.0,5950000.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429907
LCAP,Lionheart Acquisition Corp. Ii,Barran Trevor  ,CHIEF OPERATING OFFICER,Buy,5000.0,10.0,50000.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429950
LCAP,Lionheart Acquisition Corp. Ii,Kapadia Aman,,Buy,180000.0,10.0,1800000.0,2020-08-18 00:00:00,2020-08-28 00:33:42.429994
LEVL,Level One Bancorp Inc,Walker David Carl  ,EVP and CFO,Buy,1599.0,16.58,26511.0,2020-08-18 00:00:00,2020-08-28 00:33:42.430046
LEVL,Level One Bancorp Inc,Walker David Carl  ,EVP and CFO,Buy,248.0,16.6,4116.0,2020-08-19 00:00:00,2020-08-28 00:33:42.430088
LGF.B,Lions Gate Entertainment Corp /cn/,Crawford Gordon  ,Director,Buy,42740.0,7.99,341578.0,2020-08-18 00:00:00,2020-08-28 00:33:42.430138
MMT,Mfs Multimarket Income Trust,Buller Steven E  ,Director,Buy,2100.0,12012.0,25225200.0,2020-07-28 00:00:00,2020-08-28 00:33:42.430184
NBTB,Nbt Bancorp Inc,Santangelo Joseph A  ,Director,Buy,3000.0,31.15,93450.0,2020-08-18 00:00:00,2020-08-28 00:33:42.430238
OCSL,Oaktree Specialty Lending Corp,Ruben Richard  ,Director,Buy,5000.0,4.97,24875.0,2020-08-19 00:00:00,2020-08-28 00:33:42.430287
OVBC,Ohio Valley Banc Corp,Barnitz Anna P  ,Director,Buy,63.0,23.57,1484.0,2020-08-18 00:00:00,2020-08-28 00:33:42.430341
OVBC,Ohio Valley Banc Corp,Stepp Bryan F  ,SVP,Buy,3.0,24.54,73.0,2020-05-11 00:00:00,2020-08-28 00:33:42.430386
PEIX,"Pacific Ethanol, Inc.",Kieta Douglas L,,Buy,980.0,5.08,4973.0,2020-08-18 00:00:00,2020-08-28 00:33:42.430438
PGAS,"Petrogress, Inc",Traios Christos P  ,President/CEO,Buy,150000.0,0.24,36450.0,2020-08-17 00:00:00,2020-08-28 00:33:42.430488
PRTS,"Carparts.com, Inc.",Liu Nanxi,,Buy,730.0,15.05,10986.0,2020-08-20 00:00:00,2020-08-28 00:33:42.633260
PRTS,"Carparts.com, Inc.",Liu Nanxi,,Buy,320.0,14.7,4704.0,2020-08-19 00:00:00,2020-08-28 00:33:42.633423
PRVB,"Provention Bio, Inc.",Ramos Eleanor  ,Chief Medical Officer,Buy,2500.0,13.23,33075.0,2020-08-20 00:00:00,2020-08-28 00:33:42.633531
PSX,Phillips 66,Lowe John E,,Buy,1500.0,61.45,92172.0,2020-08-19 00:00:00,2020-08-28 00:33:42.633634
QUOT,Quotient Technology Inc.,Gessow Andrew J  ,Director,Buy,5000.0,9.0,45000.0,2020-08-18 00:00:00,2020-08-28 00:33:42.633730
RBNC,"Reliant Bancorp, Inc.",Rebrovick Linda  ,Director,Buy,600.0,15.38,9229.0,2020-08-19 00:00:00,2020-08-28 00:33:42.633830
RCG,"Renn Fund, Inc.",Stahl Murray  ,President and CEO,Buy,675.0,1.32,894.0,2020-08-19 00:00:00,2020-08-28 00:33:42.633920
RRR,"Red Rock Resorts, Inc.",Fertitta Frank J Iii  ,Chief Executive Officer,Buy,87500.0,16.02,1401750.0,2020-08-18 00:00:00,2020-08-28 00:33:42.634019
RRR,"Red Rock Resorts, Inc.",Fertitta Frank J Iii  ,Chief Executive Officer,Buy,2700.0,16.34,44107.0,2020-08-19 00:00:00,2020-08-28 00:33:42.634109
RRR,"Red Rock Resorts, Inc.",Fertitta Lorenzo J  ,Vice President,Buy,2700.0,16.34,44107.0,2020-08-19 00:00:00,2020-08-28 00:33:42.634188
RRR,"Red Rock Resorts, Inc.",Fertitta Lorenzo J  ,Vice President,Buy,87500.0,16.02,1401750.0,2020-08-18 00:00:00,2020-08-28 00:33:42.634280
RSLS,Reshape Lifesciences Inc.,Stankovich Thomas  ,Chief Financial Officer,Buy,4105.0,3.0,12315.0,2020-08-19 00:00:00,2020-08-28 00:33:42.634371
RSLS,Reshape Lifesciences Inc.,Boyd Steven,,Buy,1998.0,1.61,3220.0,2020-08-19 00:00:00,2020-08-28 00:33:42.634451
RSLS,Reshape Lifesciences Inc.,Boyd Steven,,Buy,2000.0,1.7,3400.0,2020-08-20 00:00:00,2020-08-28 00:33:42.634530
RSLS,Reshape Lifesciences Inc.,Boyd Steven,,Buy,6000.0,1.5,9000.0,2020-08-18 00:00:00,2020-08-28 00:33:42.634607
SELF,"Global Self Storage, Inc.",Tuxis Corp  ,Other,Buy,4900.0,3.91,19144.0,2020-08-19 00:00:00,2020-08-28 00:33:42.634703
SELF,"Global Self Storage, Inc.",Tuxis Corp  ,Other,Buy,100.0,3.92,392.0,2020-08-20 00:00:00,2020-08-28 00:33:42.634784
SLRX,"Salarius Pharmaceuticals, Inc.",Arthur David J.  ,Chief Executive Officer,Buy,2000.0,1.01,2020.0,2020-08-19 00:00:00,2020-08-28 00:33:42.634875
TACO,"Del Taco Restaurants, Inc.",Levy Lawrence F,,Buy,50800.0,8.38,425704.0,2020-08-18 00:00:00,2020-08-28 00:33:42.634972
TIPT,Tiptree Inc.,Barnes Michael Gene  ,Executive Chairman,Buy,4754.0,5.8,27563.0,2020-08-18 00:00:00,2020-08-28 00:33:42.635067
TIPT,Tiptree Inc.,Barnes Michael Gene  ,Executive Chairman,Buy,4754.0,5.8,27558.0,2020-08-19 00:00:00,2020-08-28 00:33:42.635148
TPL,Texas Pacific Land Trust,Horizon Kinetics Asset Management Llc  ,10% Owner,Buy,12.0,572.11,6865.0,2020-08-19 00:00:00,2020-08-28 00:33:42.635244
TPR,"Tapestry, Inc.",Bilbrey John P  ,Director,Buy,12980.0,15.27,198204.0,2020-08-19 00:00:00,2020-08-28 00:33:42.635341
ULBI,Ultralife Corp,Robert W. Shaw  ,Director,Buy,2500.0,6.41,16025.0,2020-08-19 00:00:00,2020-08-28 00:33:42.635440
VALU,Value Line Inc,Fiore Alfred R  ,Director,Buy,46.0,25.68,1181.0,2020-08-19 00:00:00,2020-08-28 00:33:42.635537
VEL,"Velocity Financial, Inc.",Taylor Jeffrey T.  ,"Executive VP, Capital Markets",Buy,1200.0,4.18,5016.0,2020-08-18 00:00:00,2020-08-28 00:33:42.635632
VEL,"Velocity Financial, Inc.",Farrar Christopher D.  ,Chief Executive Officer,Buy,5000.0,4.1,20500.0,2020-08-18 00:00:00,2020-08-28 00:33:42.635716
WCRS,"Western Capital Resources, Inc.",Donchev Angel  ,Chief Financial Officer,Buy,2300.0,5.34,12282.0,2020-08-19 00:00:00,2020-08-28 00:33:42.635806
XAN,Exantas Capital Corp.,Fogel Mark S  ,CEO and President,Buy,20000.0,0.0,0.0,2020-08-19 00:00:00,2020-08-28 00:33:42.635905
XOMA,Xoma Corp,Lampert Mark N,,Buy,895.0,19.27,17245.0,2020-08-18 00:00:00,2020-08-28 00:33:42.636003
XOMA,Xoma Corp,Lampert Mark N,,Buy,3496.0,19.7,68878.0,2020-08-19 00:00:00,2020-08-28 00:33:42.636082
XOMA,Xoma Corp,Lampert Mark N,,Buy,1772.0,19.12,33880.0,2020-08-20 00:00:00,2020-08-28 00:33:42.636159
YORW,York Water Co,Rasmussen Steven R  ,Director,Buy,12.0,46.86,562.0,2020-08-20 00:00:00,2020-08-28 00:33:42.636251
NYSE:FBC,Flagstar Bancorp Inc,Ciroli James  ,EVP and Chief Financ Officer,Buy,2000.0,30.41,60814.0,2020-08-17 00:00:00,2020-08-28 00:33:42.874783
ADVM,"Adverum Biotechnologies, Inc.",Fischer Laurent  ,CEO and Director,Buy,7692.0,13.0,99996.0,2020-08-17 00:00:00,2020-08-28 00:33:42.874896
ADVM,"Adverum Biotechnologies, Inc.",Soparkar Peter  ,Chief Legal Officer,Buy,7692.0,13.0,99996.0,2020-08-17 00:00:00,2020-08-28 00:33:42.874961
AE,"Adams Resources & Energy, Inc.",Ohmart Tracy E  ,"EVP, CFO",Buy,200.0,22.25,4450.0,2020-08-19 00:00:00,2020-08-28 00:33:42.875028
AEY,Addvantage Technologies Group Inc,Watson Jarrod M  ,Chief Financial Officer,Buy,9000.0,2.18,19593.0,2020-08-19 00:00:00,2020-08-28 00:33:42.875093
ARCC,Ares Capital Corp,Parks Michael K  ,Director,Buy,3000.0,14.31,42930.0,2020-08-17 00:00:00,2020-08-28 00:33:42.875152
ARCC,Ares Capital Corp,Parks Michael K  ,Director,Buy,2000.0,14.23,28460.0,2020-08-18 00:00:00,2020-08-28 00:33:42.875210
ATAX,"America First Multifamily Investors, L.p.",Rogozinski Kenneth  ,Chief Investment Officer,Buy,8600.0,4.58,39405.0,2020-08-19 00:00:00,2020-08-28 00:33:42.875290
ATO,Atmos Energy Corp,Sampson Richard A  ,Director,Buy,500.0,103.0,51500.0,2020-08-18 00:00:00,2020-08-28 00:33:42.875349
AWRE,Aware Inc /ma/,Stafford John S Iii,,Buy,5000.0,2.72,13600.0,2020-08-17 00:00:00,2020-08-28 00:33:42.875407
